Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
03.09.04,17:00:00,4.6,21.9,-200,39.3,16.0,,
21.07.04,10:00:00,-200.0,22.1,194,33.9,26.8,,
21.02.05,10:00:00,2.9,9.6,254,3.8,84.3,,
16.06.04,23:00:00,2.4,13.4,98,22.5,45.3,,
20.03.04,4:00:00,-200.0,2.9,55,13.8,54.6,34.37145988,60.5311835
09.08.04,20:00:00,1.9,8.6,95,29.8,41.7,,
07.06.04,13:00:00,2.5,14.9,115,34.4,20.4,,
27.07.04,16:00:00,-200.0,7.3,99,32.8,22.2,,
14.04.04,12:00:00,2.1,10.4,95,18.4,34.2,136.5252735,150.365296
29.01.05,14:00:00,1.2,3.0,102,3.4,46.6,,
26.11.04,6:00:00,1.0,4.6,75,9.1,77.3,,
13.07.04,20:00:00,4.3,19.7,162,27.3,27.1,,
14.06.04,19:00:00,1.5,6.7,82,22.3,44.9,,
06.10.04,15:00:00,-200.0,17.1,-200,27.4,43.9,,
15.04.04,16:00:00,3.1,14.0,129,19.6,34.6,153.38679150000002,140.59147980000003
03.07.04,16:00:00,1.1,7.1,82,38.0,16.8,,
06.03.05,4:00:00,0.7,1.3,57,6.8,52.9,,
02.11.04,23:00:00,2.6,13.9,66,19.2,68.8,,
11.09.04,11:00:00,-200.0,12.7,-200,31.9,24.7,,
15.08.04,11:00:00,1.2,6.3,70,35.8,25.7,,
20.03.05,9:00:00,1.0,3.9,97,14.0,59.7,,
25.12.04,2:00:00,5.5,13.5,154,9.5,66.2,,
17.10.04,5:00:00,-200.0,1.7,-200,15.0,71.0,,
04.10.04,11:00:00,-200.0,21.8,-200,24.2,49.0,,
22.03.05,3:00:00,0.7,1.8,62,12.8,63.6,,
23.11.04,3:00:00,0.3,6.0,-200,7.8,81.3,,
08.07.04,15:00:00,2.1,16.5,145,41.9,14.8,,
02.02.05,9:00:00,6.7,27.3,224,2.8,64.2,,
14.12.04,23:00:00,2.1,-200.0,108,-200.0,-200.0,,
25.03.05,3:00:00,1.0,4.1,101,13.9,80.4,,
10.10.04,10:00:00,1.2,5.1,58,24.3,61.6,,
19.03.05,3:00:00,1.0,2.9,94,12.3,65.8,,
30.07.04,7:00:00,-200.0,19.4,105,23.0,50.9,,
17.10.04,3:00:00,-200.0,3.6,-200,15.8,75.5,,
31.05.04,20:00:00,1.1,10.7,96,21.7,46.9,,
05.09.04,11:00:00,1.0,2.7,-200,33.0,23.5,,
09.03.05,6:00:00,0.9,3.9,120,2.0,64.9,,
22.05.04,13:00:00,2.0,12.6,84,27.9,28.1,125.1929754,62.78922775
08.01.05,18:00:00,4.3,16.5,188,12.5,63.6,,
08.07.04,21:00:00,2.9,16.9,137,32.2,27.6,,
31.07.04,1:00:00,-200.0,6.4,77,25.7,46.8,,
24.04.04,18:00:00,2.8,15.7,123,24.9,38.1,187.5149576,200.2159718
28.03.04,0:00:00,2.3,8.9,102,10.9,55.9,83.79785982,102.2501227
15.12.04,20:00:00,2.4,-200.0,115,-200.0,-200.0,,
16.06.04,22:00:00,2.5,13.7,107,23.3,43.4,,
09.04.04,15:00:00,3.4,-200.0,137,-200.0,-200.0,120.31322320000001,165.87798080000002
14.05.04,18:00:00,4.1,19.1,144,25.2,24.3,130.3232112,65.33635879
03.07.04,6:00:00,0.7,5.9,69,20.5,49.3,,
02.10.04,3:00:00,-200.0,4.3,-200,21.3,61.0,,
13.06.04,17:00:00,0.8,3.0,59,21.7,42.7,,
22.05.04,20:00:00,1.8,10.9,90,22.3,45.4,117.40771459999999,63.37115879
24.01.05,0:00:00,-200.0,4.4,105,5.9,72.7,,
30.10.04,22:00:00,2.4,10.2,90,20.1,66.7,,
20.01.05,15:00:00,2.3,10.3,140,15.1,20.8,,
05.10.04,14:00:00,-200.0,17.1,-200,28.4,37.6,,
13.03.05,20:00:00,2.8,12.5,211,14.8,51.0,,
21.11.04,21:00:00,1.3,7.7,163,7.1,43.2,,
18.06.04,5:00:00,0.4,2.6,36,21.9,50.1,,
19.12.04,7:00:00,0.7,3.1,85,2.2,60.1,,
02.10.04,7:00:00,-200.0,12.3,-200,20.2,65.6,,
03.11.04,13:00:00,2.6,13.2,86,26.3,43.6,,
29.08.04,3:00:00,-200.0,5.9,-200,21.8,64.6,,
02.11.04,7:00:00,1.5,8.7,56,16.1,76.3,,
27.09.04,0:00:00,1.9,8.5,103,16.6,51.3,,
11.07.04,4:00:00,0.4,2.7,40,20.6,50.3,,
26.03.05,17:00:00,2.2,10.7,112,24.3,38.4,,
04.06.04,4:00:00,-200.0,4.6,-200,19.0,54.0,,
26.02.05,23:00:00,4.3,10.7,166,5.9,62.1,,
13.11.04,0:00:00,1.6,5.0,108,15.6,60.0,,
26.02.05,1:00:00,2.1,6.8,145,4.0,69.8,,
28.11.04,1:00:00,2.3,7.6,86,10.8,77.5,,
17.02.05,12:00:00,1.3,4.4,147,8.7,42.5,,
26.10.04,15:00:00,5.3,30.9,175,24.9,50.0,,
18.04.04,19:00:00,-200.0,13.5,-200,17.0,55.1,190.669532,202.57992130000002
11.06.04,22:00:00,2.7,15.0,127,25.3,24.6,,
13.02.05,19:00:00,2.5,9.0,211,14.8,42.8,,
23.10.04,20:00:00,4.1,17.7,117,21.6,67.7,,
29.06.04,21:00:00,2.5,14.4,115,30.5,42.3,,
14.07.04,6:00:00,1.3,9.9,89,18.8,49.4,,
06.08.04,3:00:00,-200.0,4.1,-200,21.7,73.2,,
26.11.04,7:00:00,1.7,8.4,95,9.3,76.9,,
03.08.04,6:00:00,-200.0,3.2,137,27.0,48.3,,
29.06.04,23:00:00,2.2,13.7,97,28.2,48.1,,
29.04.04,17:00:00,4.9,24.8,143,20.8,45.3,37.91469745,143.1502208
03.03.05,21:00:00,3.8,10.9,192,4.3,83.6,,
16.01.05,16:00:00,1.1,2.8,112,11.0,33.0,,
16.03.04,18:00:00,3.4,17.8,139,23.9,25.7,33.57399569,54.37017108
20.09.04,11:00:00,3.7,18.6,174,29.9,34.0,,
01.06.04,8:00:00,2.7,19.5,100,17.1,79.8,,
26.10.04,6:00:00,1.4,8.6,54,15.7,77.0,,
19.01.05,9:00:00,1.2,7.3,152,7.1,65.4,,
19.03.05,2:00:00,1.1,2.7,119,11.8,67.9,,
16.05.04,3:00:00,0.8,4.2,-200,15.9,44.7,117.5446196,63.83734435
30.05.04,9:00:00,0.3,3.0,60,22.0,31.9,,
15.09.04,9:00:00,-200.0,17.8,-200,22.5,68.9,,
27.08.04,14:00:00,1.4,-200.0,88,-200.0,-200.0,,
08.04.04,13:00:00,2.6,14.2,125,20.4,26.7,156.4556458,154.3055282
21.03.05,0:00:00,1.5,5.3,99,13.1,66.1,,
19.07.04,15:00:00,-200.0,10.9,129,41.4,13.8,,
11.07.04,10:00:00,0.6,4.6,57,27.9,33.6,,
25.12.04,15:00:00,2.4,9.7,159,12.1,61.8,,
03.06.04,21:00:00,-200.0,7.8,-200,23.0,43.1,,
08.02.05,9:00:00,2.9,15.1,253,6.6,43.7,,
13.01.05,12:00:00,3.2,12.8,178,13.1,58.5,,
20.11.04,8:00:00,2.0,11.1,177,6.3,44.8,,
02.10.04,21:00:00,-200.0,11.2,-200,22.1,61.1,,
28.04.04,19:00:00,5.4,28.3,155,23.1,42.2,176.7483204,211.0149821
20.04.04,16:00:00,-200.0,13.7,-200,25.9,26.9,171.77285519999998,216.49240330000003
03.07.04,21:00:00,1.5,9.0,94,27.4,33.4,,
11.08.04,17:00:00,1.6,8.0,69,37.4,29.9,,
23.04.04,6:00:00,0.8,4.9,67,14.3,55.4,174.8012582,200.9219209
25.05.04,13:00:00,2.2,15.8,127,31.6,9.2,,
14.08.04,10:00:00,0.9,4.7,52,31.6,35.5,,
26.01.05,23:00:00,0.2,2.5,90,4.0,56.8,,
29.03.04,3:00:00,0.7,1.3,-200,10.1,47.8,78.28780353,102.20941859999999
14.08.04,22:00:00,1.0,5.2,53,27.1,48.2,,
17.01.05,12:00:00,2.7,13.4,178,10.5,34.7,,
06.04.04,0:00:00,1.0,4.1,71,16.6,55.4,138.69675969999997,143.4022865
14.02.05,3:00:00,0.7,2.8,-200,8.4,67.1,,
16.03.04,1:00:00,1.2,5.4,88,14.8,60.6,23.75495546,50.78211583
21.07.04,13:00:00,-200.0,11.5,123,40.4,15.0,,
11.07.04,9:00:00,0.6,4.0,54,25.7,37.9,,
11.02.05,16:00:00,7.1,-200.0,340,-200.0,-200.0,,
26.12.04,11:00:00,1.0,3.5,112,11.5,72.6,,
21.05.04,3:00:00,0.3,2.7,-200,16.3,51.6,122.34480009999999,62.43949142
10.04.04,18:00:00,2.0,8.7,111,18.3,31.6,131.9725655,156.5787448
12.03.04,7:00:00,1.4,4.4,104,6.4,65.1,39.13739635,54.04567306
09.12.04,12:00:00,1.5,5.4,103,15.5,51.7,,
16.01.05,20:00:00,2.2,7.4,167,8.1,37.9,,
31.12.04,8:00:00,-200.0,1.6,-200,8.5,46.7,,
23.03.05,3:00:00,2.0,2.5,66,15.2,63.5,,
19.04.04,12:00:00,-200.0,10.9,-200,18.0,46.7,173.1444855,204.6399127
28.09.04,23:00:00,1.1,5.7,85,18.6,49.1,,
31.10.04,10:00:00,2.1,10.6,74,22.2,64.4,,
07.09.04,21:00:00,2.2,11.1,-200,26.3,34.1,,
23.08.04,20:00:00,1.7,8.6,92,28.9,28.3,,
23.03.04,3:00:00,0.5,1.2,-200,11.0,70.0,41.22191584,53.30061687
18.06.04,10:00:00,2.5,14.9,142,29.3,34.8,,
12.10.04,15:00:00,-200.0,8.0,-200,18.4,51.6,,
21.10.04,14:00:00,2.1,15.0,111,27.2,48.5,,
01.08.04,17:00:00,0.9,5.3,84,38.5,19.8,,
30.01.05,22:00:00,1.1,2.4,120,4.3,36.6,,
02.08.04,21:00:00,1.2,9.9,91,28.8,43.5,,
19.08.04,18:00:00,1.7,8.5,60,37.2,29.1,,
14.12.04,17:00:00,7.4,-200.0,257,-200.0,-200.0,,
12.06.04,18:00:00,1.1,6.2,61,32.5,27.6,,
08.08.04,3:00:00,0.9,4.6,-200,24.1,61.8,,
05.09.04,23:00:00,1.3,5.1,-200,25.9,32.9,,
18.09.04,10:00:00,1.4,6.6,83,25.4,34.8,,
30.12.04,8:00:00,-200.0,6.2,-200,8.5,43.6,,
18.07.04,16:00:00,0.4,5.6,70,41.4,11.8,,
22.12.04,12:00:00,2.1,8.2,111,10.0,34.2,,
11.05.04,19:00:00,6.3,34.3,158,23.1,35.3,117.2219717,64.18763837
10.06.04,4:00:00,-200.0,3.3,50,20.1,57.3,,
14.12.04,5:00:00,0.7,3.0,68,6.6,75.3,,
06.03.05,14:00:00,1.4,6.7,113,13.1,26.6,,
14.11.04,17:00:00,0.7,1.8,63,8.2,57.9,,
25.11.04,22:00:00,2.0,7.8,110,10.0,61.8,,
01.09.04,3:00:00,0.5,2.6,-200,22.3,59.7,,
25.03.05,2:00:00,1.0,4.0,109,15.2,73.3,,
27.07.04,18:00:00,-200.0,11.9,128,31.4,22.7,,
14.01.05,0:00:00,2.7,8.8,112,7.6,73.0,,
27.04.04,14:00:00,2.0,12.0,95,25.4,24.2,174.1703433,218.1733586
12.02.05,22:00:00,5.0,22.0,241,10.2,60.0,,
12.11.04,7:00:00,0.6,2.3,67,14.1,64.5,,
31.03.05,8:00:00,4.1,10.9,170,16.8,51.6,,
15.10.04,16:00:00,-200.0,23.1,-200,21.5,44.5,,
21.09.04,11:00:00,3.1,17.0,158,28.5,39.0,,
17.02.05,16:00:00,1.4,5.0,136,9.0,44.9,,
10.01.05,7:00:00,0.4,6.7,104,12.3,73.3,,
30.10.04,16:00:00,3.9,19.1,135,22.9,61.6,,
25.12.04,4:00:00,-200.0,10.5,130,9.1,68.7,,
10.12.04,21:00:00,2.6,8.0,147,12.7,21.3,,
13.02.05,22:00:00,1.3,5.3,143,12.5,47.8,,
16.03.04,23:00:00,1.7,9.1,117,16.7,48.9,32.39038082,55.51329083
05.05.04,23:00:00,1.5,4.9,83,12.0,79.8,60.82872291,166.3472942
25.04.04,11:00:00,0.9,2.7,58,17.2,35.0,175.3797289,216.64691969999996
26.07.04,13:00:00,-200.0,8.6,92,35.4,24.8,,
27.03.04,13:00:00,2.1,10.0,96,19.1,26.8,85.07390079,104.31041090000001
27.09.04,1:00:00,1.3,5.8,81,15.9,55.2,,
13.10.04,22:00:00,-200.0,3.8,-200,15.2,55.5,,
10.03.04,23:00:00,1.2,4.7,96,11.2,59.2,30.00275671,56.85628797
25.05.04,11:00:00,3.2,18.5,155,28.3,9.9,,
09.09.04,5:00:00,0.4,2.7,65,21.7,33.4,,
23.11.04,7:00:00,2.1,10.0,111,8.9,79.3,,
02.08.04,5:00:00,0.4,2.7,35,25.1,62.4,,
02.04.05,18:00:00,1.1,4.0,117,18.6,26.6,,
07.12.04,23:00:00,1.8,7.7,92,14.6,60.6,,
15.04.04,20:00:00,6.1,24.2,148,16.8,49.8,157.8099096,163.5689519
28.08.04,2:00:00,0.6,-200.0,49,-200.0,-200.0,,
04.02.05,11:00:00,3.2,14.3,247,12.1,36.9,,
04.04.04,13:00:00,-200.0,7.1,-200,25.6,32.1,85.02012766,113.7540223
21.05.04,15:00:00,2.0,13.0,110,32.8,19.5,119.6837578,63.04840037
24.03.04,16:00:00,2.7,11.4,126,9.6,81.1,79.36744774,109.3923875
13.08.04,9:00:00,1.4,8.7,77,30.5,44.4,,
10.12.04,7:00:00,0.5,1.4,63,11.5,38.0,,
30.08.04,2:00:00,-200.0,2.9,-200,23.7,56.2,,
11.01.05,1:00:00,1.5,4.9,107,13.2,66.8,,
10.01.05,14:00:00,2.6,19.3,155,14.4,63.8,,
08.06.04,15:00:00,2.6,14.8,143,37.7,17.7,,
19.05.04,7:00:00,3.1,20.9,94,16.4,53.4,110.21023000000001,63.48842474
08.02.05,10:00:00,2.2,8.6,225,8.7,36.3,,
08.03.05,8:00:00,3.4,18.3,182,0.9,59.1,,
13.10.04,5:00:00,-200.0,0.7,-200,14.3,58.4,,
06.08.04,10:00:00,2.6,14.2,107,25.6,61.2,,
18.08.04,0:00:00,-200.0,6.4,-200,25.8,39.5,,
19.07.04,21:00:00,-200.0,14.3,135,30.2,30.8,,
07.08.04,6:00:00,0.6,3.3,44,22.6,63.4,,
16.05.04,18:00:00,1.8,9.9,106,26.8,33.5,130.25953140000001,61.12365145
24.03.05,20:00:00,7.5,35.5,232,18.8,49.1,,
17.08.04,8:00:00,2.5,16.0,82,24.3,47.8,,
05.06.04,2:00:00,1.6,9.2,-200,19.8,53.1,,
01.11.04,13:00:00,2.5,10.9,91,23.7,68.2,,
22.04.04,2:00:00,-200.0,3.0,-200,16.0,53.5,180.81606269999997,205.5651743
25.07.04,14:00:00,0.7,2.5,44,29.8,38.6,,
03.05.04,5:00:00,0.7,3.7,57,15.8,64.3,60.17628549,145.935452
31.07.04,10:00:00,3.4,15.7,160,32.8,33.4,,
28.02.05,1:00:00,1.0,1.8,94,4.0,52.9,,
23.03.04,18:00:00,1.9,9.3,97,13.7,49.5,90.5395171,112.1893634
20.12.04,5:00:00,0.6,0.8,37,8.8,62.9,,
27.05.04,5:00:00,-200.0,4.1,-200,15.5,48.6,,
02.01.05,1:00:00,1.6,4.3,105,4.5,63.5,,
17.11.04,14:00:00,4.3,20.3,212,16.5,32.9,,
17.08.04,9:00:00,2.3,12.2,137,27.3,40.7,,
17.09.04,21:00:00,1.5,6.9,105,22.1,43.0,,
13.07.04,13:00:00,2.3,11.5,112,34.5,13.3,,
05.02.05,0:00:00,1.6,5.3,166,5.5,49.0,,
29.06.04,15:00:00,2.5,15.3,141,37.2,25.6,,
08.05.04,17:00:00,-200.0,7.1,-200,19.8,33.6,112.28107490000001,64.48480685
22.11.04,17:00:00,4.0,25.4,199,8.5,52.6,,
11.04.04,0:00:00,1.4,5.1,84,11.2,56.2,134.0497115,165.2812496
05.08.04,5:00:00,-200.0,3.9,-200,22.8,63.7,,
11.03.04,0:00:00,1.2,3.6,77,11.3,56.8,50.26155162,53.51020952
21.01.05,2:00:00,1.4,4.5,94,6.7,57.4,,
17.12.04,11:00:00,5.1,-200.0,198,-200.0,-200.0,,
11.08.04,15:00:00,1.0,4.5,50,38.8,25.4,,
24.08.04,5:00:00,0.7,2.8,48,20.2,47.1,,
16.05.04,13:00:00,0.9,4.8,56,30.6,19.4,119.09759270000002,61.9485313
21.11.04,10:00:00,0.4,6.4,125,7.2,42.8,,
08.07.04,17:00:00,3.1,20.5,200,39.1,16.9,,
25.09.04,6:00:00,0.4,1.3,3,15.5,53.3,,
30.01.05,0:00:00,1.1,2.3,92,2.9,49.7,,
07.03.05,17:00:00,1.7,6.3,176,9.4,27.3,,
03.09.04,11:00:00,-200.0,17.0,-200,34.5,28.5,,
01.03.05,23:00:00,1.1,2.5,110,0.3,31.9,,
17.08.04,1:00:00,0.6,3.1,37,28.3,36.7,,
04.09.04,17:00:00,2.4,12.3,-200,39.5,18.5,,
25.07.04,16:00:00,0.7,2.3,37,31.2,36.3,,
02.05.04,13:00:00,1.1,4.8,64,24.4,32.7,34.33779989,145.9235204
12.11.04,2:00:00,0.7,2.4,71,13.1,67.7,,
27.07.04,11:00:00,-200.0,8.5,108,31.2,26.6,,
31.08.04,15:00:00,1.9,11.0,101,33.8,25.8,,
01.08.04,0:00:00,2.0,11.2,82,26.6,47.5,,
17.10.04,23:00:00,-200.0,8.1,-200,15.5,60.6,,
14.09.04,14:00:00,-200.0,8.2,-200,34.0,33.6,,
04.09.04,1:00:00,1.2,6.7,-200,25.8,45.4,,
04.12.04,13:00:00,3.1,11.9,124,11.8,86.5,,
19.08.04,2:00:00,0.6,2.3,30,28.3,49.5,,
28.07.04,18:00:00,-200.0,17.7,-200,35.3,16.8,,
17.04.04,12:00:00,-200.0,5.0,-200,18.8,50.1,170.8837564,201.1624831
08.12.04,7:00:00,1.0,4.0,68,11.8,71.4,,
30.05.04,1:00:00,1.6,9.1,107,17.8,41.7,,
27.10.04,10:00:00,3.2,16.1,132,19.7,65.4,,
15.11.04,4:00:00,-200.0,0.4,21,10.7,39.2,,
26.06.04,12:00:00,1.4,8.5,90,36.3,17.5,,
26.09.04,11:00:00,1.0,3.5,61,22.0,32.2,,
22.03.04,7:00:00,1.2,5.1,76,15.7,57.6,49.88173189,57.94421723
05.03.05,21:00:00,3.2,10.2,199,7.2,69.5,,
30.08.04,4:00:00,-200.0,1.7,-200,22.9,59.4,,
13.04.04,12:00:00,1.6,7.2,84,15.1,42.7,129.4010171,167.696718
25.12.04,22:00:00,4.5,15.8,127,10.4,82.5,,
18.09.04,20:00:00,2.0,9.2,116,24.7,37.1,,
08.12.04,9:00:00,1.1,4.0,69,13.2,65.2,,
16.04.04,20:00:00,6.0,19.9,140,13.8,78.0,126.4268591,169.5682957
23.05.04,0:00:00,4.1,20.5,114,19.8,54.5,128.3093002,67.21783037
30.11.04,21:00:00,4.1,12.4,160,10.7,73.9,,
11.06.04,21:00:00,2.9,16.1,140,27.2,22.5,,
12.03.05,19:00:00,0.8,7.5,152,14.0,47.8,,
29.05.04,18:00:00,0.8,5.8,83,22.4,31.3,,
04.02.05,7:00:00,1.4,6.9,186,1.8,73.7,,
18.03.04,10:00:00,4.5,21.3,150,17.8,40.5,22.300593799999998,56.19170232
01.05.04,2:00:00,1.6,6.5,71,16.5,70.2,52.54292453,168.8527201
21.10.04,5:00:00,0.8,5.1,60,21.3,69.5,,
30.11.04,20:00:00,6.8,30.3,168,11.5,68.0,,
26.12.04,22:00:00,1.0,3.8,106,11.8,77.5,,
10.11.04,12:00:00,1.4,6.8,165,8.0,81.6,,
09.09.04,7:00:00,3.0,18.2,136,19.7,37.5,,
10.08.04,6:00:00,1.2,7.6,42,23.4,65.7,,
08.06.04,2:00:00,0.5,2.5,42,20.5,54.3,,
24.05.04,15:00:00,1.2,7.5,81,25.8,12.9,126.7116693,65.86705383
15.11.04,23:00:00,1.3,4.0,94,11.3,40.3,,
11.11.04,1:00:00,2.1,9.4,132,9.3,73.5,,
26.12.04,2:00:00,1.3,3.5,108,11.3,80.1,,
04.05.04,16:00:00,1.2,6.3,54,19.9,55.2,59.85543012,171.96623490000002
14.02.05,4:00:00,0.5,1.8,62,8.3,67.2,,
28.12.04,20:00:00,-200.0,11.3,-200,12.0,60.8,,
10.06.04,13:00:00,2.5,14.1,126,37.9,23.2,,
13.01.05,20:00:00,2.9,13.3,129,11.0,67.1,,
11.06.04,4:00:00,0.4,2.6,53,22.0,44.3,,
28.10.04,11:00:00,2.4,12.2,112,20.4,58.1,,
29.10.04,14:00:00,5.5,26.1,163,19.7,82.2,,
11.03.05,14:00:00,2.2,14.2,182,18.8,31.8,,
07.12.04,15:00:00,3.0,13.7,123,19.2,47.1,,
15.03.05,22:00:00,2.3,8.4,174,13.8,49.6,,
24.03.04,0:00:00,1.2,4.9,85,11.1,62.2,70.89793955,120.67382659999998
05.11.04,17:00:00,8.1,45.0,180,23.0,54.2,,
22.03.05,8:00:00,2.2,13.5,116,11.8,66.3,,
02.07.04,23:00:00,1.8,10.1,119,25.5,34.0,,
02.12.04,20:00:00,7.8,36.6,161,15.4,73.0,,
10.11.04,13:00:00,1.9,7.8,175,9.5,70.0,,
26.07.04,20:00:00,-200.0,11.8,130,30.5,29.9,,
14.06.04,10:00:00,1.5,7.0,84,24.8,39.1,,
04.02.05,13:00:00,1.2,6.3,138,14.5,28.3,,
26.12.04,12:00:00,1.6,5.7,134,12.8,65.5,,
17.08.04,10:00:00,2.0,10.0,119,33.3,28.2,,
04.10.04,16:00:00,-200.0,21.1,-200,28.9,36.3,,
24.09.04,13:00:00,4.6,26.9,153,25.4,48.7,,
08.04.04,16:00:00,1.9,10.7,95,21.0,25.4,160.8573286,152.1654939
01.09.04,22:00:00,1.7,9.5,121,26.6,39.9,,
23.08.04,4:00:00,-200.0,2.0,-200,20.6,55.1,,
19.07.04,7:00:00,2.3,16.6,112,22.9,43.0,,
11.12.04,12:00:00,2.6,12.5,133,17.8,23.6,,
01.11.04,6:00:00,1.8,9.6,45,19.2,74.7,,
25.05.04,15:00:00,-200.0,12.6,-200,32.6,9.2,,
14.05.04,19:00:00,4.5,21.8,164,24.6,25.1,118.7866062,69.54573207
06.02.05,16:00:00,1.0,2.7,100,10.2,28.3,,
13.07.04,22:00:00,2.4,12.1,120,25.2,28.6,,
18.02.05,15:00:00,1.7,6.7,134,11.3,31.7,,
02.04.04,7:00:00,2.6,13.0,109,11.9,73.7,76.23581947,111.0908817
07.11.04,8:00:00,0.5,1.6,51,14.9,46.8,,
15.03.04,12:00:00,3.1,14.1,134,22.0,34.1,33.56034623,58.40029436
14.05.04,23:00:00,1.9,10.4,115,20.4,35.3,113.0495402,66.60363453
06.02.05,6:00:00,0.7,1.3,85,1.0,52.2,,
11.09.04,15:00:00,-200.0,7.0,-200,33.9,21.2,,
23.07.04,14:00:00,1.5,12.5,121,41.9,15.2,,
24.02.05,22:00:00,2.4,8.4,227,5.6,81.2,,
22.09.04,12:00:00,2.5,13.4,130,30.8,32.0,,
13.03.05,0:00:00,0.1,2.8,107,12.5,55.4,,
31.07.04,17:00:00,1.0,6.2,68,39.1,20.7,,
21.04.04,20:00:00,-200.0,26.0,-200,21.4,36.0,190.8037174,209.71589790000002
28.05.04,7:00:00,-200.0,19.2,-200,16.3,51.3,,
20.10.04,17:00:00,8.0,43.7,194,24.6,58.9,,
08.11.04,16:00:00,2.2,11.2,132,13.1,40.4,,
09.09.04,15:00:00,2.4,15.0,152,35.4,16.6,,
23.10.04,12:00:00,3.4,19.4,118,25.0,52.4,,
16.03.04,8:00:00,3.4,16.2,97,11.7,63.7,45.57711087,53.23062475
14.10.04,6:00:00,-200.0,3.2,-200,15.2,55.9,,
28.09.04,5:00:00,0.7,3.9,69,11.9,62.7,,
10.12.04,2:00:00,0.7,2.7,60,14.7,37.5,,
01.09.04,14:00:00,1.7,10.4,93,31.1,28.6,,
08.01.05,20:00:00,5.5,22.4,196,12.6,65.2,,
26.05.04,15:00:00,1.6,12.0,109,31.8,13.5,,
23.03.05,9:00:00,4.9,27.0,158,17.8,53.3,,
02.04.04,6:00:00,1.1,4.3,82,11.4,71.8,75.18001988,111.39988419999999
21.05.04,16:00:00,2.3,13.5,114,32.5,18.6,124.05691110000001,61.98206646
30.05.04,7:00:00,0.2,3.6,61,18.6,44.2,,
31.12.04,10:00:00,-200.0,5.6,-200,9.4,42.5,,
08.02.05,13:00:00,1.5,6.9,158,12.7,27.4,,
27.12.04,12:00:00,1.4,6.2,113,13.4,61.3,,
11.07.04,8:00:00,0.3,3.1,38,23.5,44.0,,
01.12.04,1:00:00,1.3,3.8,94,10.1,75.3,,
28.03.05,14:00:00,1.2,4.8,81,23.6,39.4,,
02.08.04,19:00:00,1.9,12.2,139,32.8,32.2,,
27.11.04,6:00:00,1.7,7.6,99,12.3,81.9,,
24.07.04,14:00:00,0.8,3.4,34,35.4,32.4,,
06.03.05,1:00:00,1.8,4.6,160,7.0,60.0,,
06.07.04,13:00:00,3.4,19.3,174,39.6,16.9,,
04.12.04,15:00:00,2.6,9.6,115,11.9,88.7,,
17.10.04,7:00:00,-200.0,2.3,-200,15.9,62.1,,
21.12.04,5:00:00,0.3,0.7,41,4.7,41.4,,
19.02.05,5:00:00,0.8,2.4,89,1.9,60.0,,
15.03.05,2:00:00,0.7,2.0,69,11.1,66.1,,
19.06.04,2:00:00,0.6,4.3,62,23.8,47.3,,
21.03.05,1:00:00,1.6,4.7,104,13.3,66.4,,
30.09.04,9:00:00,-200.0,20.9,-200,18.6,57.2,,
11.12.04,7:00:00,1.2,5.2,106,9.3,43.1,,
14.01.05,18:00:00,5.7,26.1,197,8.2,74.9,,
15.11.04,3:00:00,0.2,0.4,-200,11.0,37.3,,
27.11.04,23:00:00,2.7,10.1,89,11.2,78.3,,
11.05.04,8:00:00,5.5,31.0,120,14.5,59.8,119.7149966,67.51680616
02.07.04,0:00:00,2.3,13.3,105,26.1,45.3,,
20.09.04,16:00:00,2.6,15.5,124,34.3,23.2,,
07.08.04,4:00:00,0.7,2.9,49,21.9,67.1,,
30.03.05,13:00:00,1.8,8.3,125,25.6,28.5,,
17.10.04,4:00:00,-200.0,2.2,-200,16.0,69.5,,
29.05.04,22:00:00,1.3,8.5,93,19.5,36.9,,
28.03.04,17:00:00,1.3,4.1,75,17.0,31.4,89.83148517,111.156081
11.06.04,9:00:00,4.0,21.5,148,25.6,35.8,,
27.05.04,7:00:00,-200.0,24.8,-200,17.0,46.0,,
11.10.04,21:00:00,1.9,10.3,62,20.0,63.3,,
12.05.04,19:00:00,3.4,14.8,123,17.6,43.7,130.1130949,62.37557865
01.04.05,5:00:00,0.5,1.4,66,13.5,50.6,,
07.08.04,2:00:00,0.7,3.4,45,24.4,58.6,,
08.12.04,12:00:00,2.1,9.5,92,16.0,58.1,,
03.02.05,5:00:00,0.3,2.9,105,1.2,63.7,,
08.05.04,14:00:00,-200.0,4.3,-200,16.3,55.3,110.20261670000001,67.59347324
23.11.04,21:00:00,8.3,31.7,178,10.4,79.3,,
23.03.04,9:00:00,3.8,21.0,132,11.2,69.7,82.45471082,108.2485251
07.07.04,18:00:00,4.3,21.8,233,36.9,17.9,,
30.03.05,2:00:00,0.7,2.4,68,11.6,74.9,,
21.05.04,6:00:00,0.7,7.0,62,14.9,54.7,112.6612586,70.45407405
27.11.04,12:00:00,4.0,17.6,170,15.8,70.5,,
02.01.05,5:00:00,1.1,2.7,75,3.1,69.2,,
11.12.04,3:00:00,1.1,3.6,-200,11.7,33.8,,
11.08.04,4:00:00,0.5,3.2,24,26.4,61.6,,
24.12.04,1:00:00,3.9,14.6,174,5.1,59.0,,
24.09.04,10:00:00,3.4,20.3,138,25.1,49.5,,
